OP
Attest that probability-severity of harm assessment is periodically performed ; Definition and enforcement of a process for assessing and demonstrating that AI usage risks assessment are performed as intended
Review and make decisions on probability-severity of harm assessment ; Reviewing the AI usage risks assessment and deciding accordingly whether to deploy or not the AI-system
"Approve the impact assessment ; The outcome of the impact assessment is reviewed, verified, and approved (or rejected)"
Communicate the results of the impact assessment ; The outcome of the impact assessment is communicated to the relevant stakeholders
Define accepted risks related to AI/automated decision system(s) ; 
Establish risk appetite and risk tolerance thresholds ; Determining and establishing the risk appetite and risk tolerance thresholds in accordance with organisational requirements and the context of the project
Validate risk acceptance by top management ; 
Document and communicate unmitigated risks to internal stakeholders ; Unmitigated risks are documented and communicated to internal stakeholders and management
Periodically review AI risk acceptance ; 
"Periodically review the risk appetite, risk tolerance and risk-benefit trade-off parameters ; Reviewing on a periodic basis (or when requirement changes are detected) the risk appetite, risk tolerance and risk-benefit trade-off parameters to ensure continued alignment"
Define accepted risks related to cloud computing ; 
Validate risk acceptance by top management ; 
Periodically review Cloud risk acceptance ; 
Assess the gravity of model decisions ; 
"Execute the ""Ethical Validation Of Algorithm"" test ; "
"Submit the ""Ethical Validation Of Algorithm"" test ; "
"Approve the ""Ethical Validation of Algorithm"" test results ; "
"Attest that the ""Ethical Validation Of Algorithm"" test has been approved ; "
Define criteria to trigger an update of the algorithmic impact assessment (AIA) ; Determine the various factors and criteria that require an update to the Algorithmic Impact Assessment
"Approve the criteria to trigger an update of the algorithmic impact assessment (AIA) ; Various factors and criteria that require an update to the Algorithmic Impact Assessment are reviewed, validated and approved by the appropriate stakeholders"
Execute Algorithmic Impact Assessment (AIA) ; Completing an Algorithmic Impact Assessment  to help assess and mitigate the impacts of the AI system to be developed
Communicate AIA results to stakeholders ; Informing relevant internal and external stakeholders of the results and outcomes of the Algorithmic Impact Assessment
Update Algorithmic Impact Assessments (AIA) ; Completing additional Algorithmic Impact Assessments to re-assess the impacts of the AI system being developed and update/adjust the mitigation measures
"Publish the final results of the Algorithmic Impact Assessment ; A final Algorithmic Impact Assessment is performed prior to releasing the AI system into production, and the resulting report is published and made accessible to the general public"
"Document human-in-the-loop requirements ; Identifying and documenting the required level of human intervention, as per the context of the project"
Define explanation management guidelines and procedures ; 
Define and document training requirements for the project ; Defining an documenting the necessary skills and training requirements for the context of the project
"Document contingency planning requirements ; Identifying and documenting the requirements for contingency planning, as per the context of the project"
Document approval requirements ; Identifying and documenting the approvals required prior to releasing the developed system into production
Attest that all required training of project team has been provided ; Establishing the ability to formally certify that project team members have successfully undergone all the required and necessary training
"Define training program requirements for the Project, including privacy breach response procedures. ; Establishing the necessary elements and objectives for a training program that encompasses various aspects of the project, with a specific focus on preparing personnel to effectively respond to privacy breaches"
Complete suitability assessment of automated decision making for intended purposes ; The suitability of automated decision making for the project's intended purpose is assessed and decision choices are justified
Demonste the suitability of automated decision making for intended purposes ; 
Review and make decisions on sustainability assessment ; 
Rectify adverse effects of analytics (Not specific enough) ; 
Define and implement automated decision appeal process ; Establishment of the processes for individuals to appeal and contest automated decisions they are subjected to
"Communicate right to appeal automated decision ; Process, responsibilities and tools definition and enforcement for communicating right to appeal automated decisions and procedures to do so to data subjects"
Establish procedures to request reasoning behind AI decision-making process ; 
Communicate procedures to request access to reasoning ; AI subjects affected by AI decision are informed how to request access to the reasoning behind decision
Establish provisions of access to AI system reasoning for specific significant decision ; 
Establish provisions of access to AI system counterfactual reasoning / heavily weighted factors for specific significant decision ; 
Monitor requests to access reasoning behind AI decision-making ; 
"Establish mechanisms for end-users to raise issues with the AI system’s output, decisions and/or explanations ; Provide and inform the end-user of the AI system on established tools and mechanisms to report issues with the AI system and/or comment on its output, decision and/or explanation"
Define critical number of complaints to trigger investigation ; 
Train personnel to investigate AI decision-making processes ; 
"Analyze the root causes behind recourses against the automated decisions ; Analyzing, investigating and documenting the root-causes behind recourses against the automated decisions"
Communicate systemic root-causes behind the recourse against the AI system's output and/or decisions to internal stakeholders ; Systemic root-causes behind the recourse are relayed to the appropriate stakeholders for handling and resolution
Investigate fairness &/or accuracy of decision-making process ; Establish triggers to investigate the accuracy and/or fairness of the AI system  when a defined critical number of complaints is reached in a certain period of time
Implement required adjustments to AI system's decision-making process ; The required adjustments to improve the fairness &/or accuracy of an AI system's decision-making process are identified & implemented following the investigation
Create and update the processes to address AI related risks ; 
Create and update the processes to address Cloud related risks ; 
Conduct periodic assessment of AI unintended or unforeseen AI outcomes ; 
Establish model risk management framework ; 
Designate model owners ; Assignment of a model owner for each model (developed or in development) who will ensure that their model's use and performance is compliant with relevant policies and procedures
Define enterprise tolerance for model risk ; 
Define model risks taxonomy ; 
Establish model materiality classification scheme ; 
Assess the materiality of model risk ; 
"Implement the ""effective challenge"" principle ; "
Define controls and metrics to measure model risk ; 
Assign responsibilities for model risk controls ; Assignment of the responsibilities for risk controls and monitoring to qualified personnel
Assess model risk ; 
Establish model risk management policies ; 
"Define acceptable model development, implementation and use practices ; "
Establishing standards for model validation ; 
Define model accuracy targets ; Establishing and defining the model accuracy targets that are adequate to the context of the project and model
Establishing standards and procedures regarding model discrepancies ; 
Assign roles & responsibilities for model risk management ; 
Define controls for external model validation ; 
Communicate model risk management policies to stakeholders ; 
Review model risk management policies ; 
Update model risk management policies ; 
Assess the effectiveness of the model risk management framework ; 
Verify model use and validation record ; 
Verify model risk management policies ; 
Verify procedure documentation ; 
Verify supporting operational systems ; 
Verify model data reliability ; 
Verify model validation activities ; 
Communicate audit results to upper management ; 
Define model selection criteria ; Definition of model selection criteria that defines what a “good” model is based on the existing established organisational guidelines and processes
Validate model selection criteria against organizational guidelines ; The validation of the model selection criteria that defines what a “good” model by the appropriate stakeholders
Evaluate the model performance against established selection criteria ; Evaluating the model’s performance with respect to the established selection criteria in order to select the most suitable model
"Document model selection ; Recording and documenting the model selection decision, including validation, selection criteria, trade-off decisions, etc."
Review and validate model selection ; Validating that the model has undergone proper validation and that its selection is justified
"Audit model selection, review, and approval processes periodically ; Performing regular audits of the model selection, review, and approval processes to insure their proper application and to identify opportunities for improvement"
Establish model issue / risk repository ; Establishing a central repository where identified issues and risks relating to AI models are documented and made accessible
"Establish model issue / risk detection processes ; Establishing guidelines and processes to identify, classify and document issues and/or risks pertaining to the AI model, in a consistent manner"
"Categorize model issues/risks ; Evaluating and categorizing model issues/risks, in a consistent manner and based on the organisational established categories"
"Evaluate the impacts of model issues/risks ; Analysing, evaluating, and categorising the impacts of model issue/risk"
Record model issues / risks in repository ; Documenting of model issues/risks and recording it into the repository
Notify of model issue / risk ; Ensuring that the appropriate stakeholders are informed and made aware of relevant model issues/risks
"Monitor model issue/risk repository ; Performing regular audits of the model issue/risk repository, to identify recurring and/or critical issues as well as to determine opportunities for improvement"
"Establish model management processes for the context of the project ; Defining, documenting and communicating model management processes in accordance with the context of the project"
Define model retraining criteria and requirements ; Determining and defining the necessary criteria and requirements to trigger a retraining of the model (as opposed to keeping it in production of retiring it)
Define model computational requirements ; Identifying and determining the requirements for the model to function smoothly
"Establish model dependencies ; Identifying and determining the model’s external dependencies (such as code libraries, data sources, etc.) that could adversely affect the model’s performance"
Establish enterprise-wide model inventory ; 
Establish an AI version control system ; Establishing a version control system to track and manage changes in the AI system and model
"Version AI model components ; Documenting and versioning the various components of the model, such as hyperparameters, parameters, algorithm, etc."
Definition of document model requirements ; 
"Establish model documentation standard ; Establishing a standard for model documentation ensures consistency in the way model provenance, assumptions, inputs, outputs, parameters, and limitations are documented and communicated"
"Approve the model documentation standard ; Approbation by the appropriate stakeholders of the documentation requirements, guidelines and/or templates."
"Communicate model documentation standard ; Model documentation standards are communicated to practitioners, who are trained and made aware on how to perform proper documentation"
"Document model development ; Recording and documenting the various aspects and phases of model development, such as data preparation, feature engineering, model training and testing, etc."
Document model risk management activities ; 
"Document AI system development process ; Documenting, with an adequate level of detail, the various stages of the AI system development process"
Update AI system technical documentation ; 
Produce model validation reports ; 
Periodically review feedback from practitioners ; Performing a periodic review of the feedback received from internal stakeholders and AI practitioners on various processes and procedure to identify and resolve issues as well as improve performance
Conduct periodic audit of model documentation ; Performing a periodic review of model documentation to identify and resolve issues as well as improve performance
"Develop ""key AI considerations"" list for procurement ; Establishing a list of “key AI considerations” when acquiring third-party supplied model, that take into account the specificities and context of the project as well as the organisational procurement guidelines"
"Communicate ""key AI considerations"" to third party ; Ensuring to include the “key AI considerations” within the RFP and/or other communications with potential suppliers"
Define validation requirements for vendor models ; 
Define vendor model selection process ; 
Evaluate vendor developmental evidence ; 
Assess data used for vendor model development ; 
Assess vendor model suitability ; 
Monitor vendor model performance on an ongoing basis ; 
Define contingency plan for vendor model ; 
Identify risks related to using Cloud model ; 
Weigh commercial objectives against identified risks ; 
Conduct a Cloud cost-benefit analysis ; 
Integrate Cloud risk management in Cloud design processes ; 
Integrate Ethical risks in design and use of automated decision systems ; 
Integrate Cloud risk management into existing compliance programs ; 
Conduct external review of risk management framework ; 
Continually identify risks relevant to Cloud solution ; 
"Identify risks associated with each deployment stage of Cloud / automated decision system ; Organization defines and implements processes and activities to address the potential risks associated with each stage (model selection, model tuning & training, model validation, etc.) of deployment of Cloud / automated decision systems"
Define mitigation plans against identified risks ; 
Monitor risks relevant to Cloud solution ; 
Assess cloud impact ; 
Communicate cloud impact level to the relevant Cloud stakeholders and Cloud team members ; 
Update cloud impact assessment ; 
Release cloud impact assessment ; 
Periodically re-assess Cloud unintended or unforeseen Cloud outcomes ; 
Document Cloud unintended or unforeseen Cloud outcomes ; 
"Define enterprise information architecture strategy and approach ; The strategy and approach for the DA function must be defined and reflect the related vision and objectives of the Data Management Strategy (DMS). Once established, it must be formally empowered by senior management and its role communicated to all stakeholders."
"Approve enterprise information architecture strategy and approach ; Once defined, the DA strategy and approach must be reviewed and approved by relevant stakeholders. Alignment of the DA strategy and roadmap to the DMS vision and objectives is achieved by agreement between the Operating Level Data Officer and the individual responsible for delivering the data governance function."
"Define information architecture roles and responsibilities ; The DA function will require the coordination between the roles of the DA, business architecture and technology architecture. The integration activities between these disciplines must be defined by specific role descriptions within the different stakeholder teams. It is critical that each team be staffed at an optimal level for the scope and volume of work."
"Communicate data architecture stakeholder roles and responsibilities ; The data architect will partner with the business data steward and technical data steward. The business data steward is accountable for the business element, which defines all the requirements for data. The technical data steward is accountable for the data element, which is the physical execution of the concept defined by the business element."
"Define data architecture guidelines and procedures ; Formal processes have been established for the activities of the DA function. These processes align with the DM policy and standards of the organization and include procedures, tools and routines. The routines are required for steady-state operations."
Monitor implementation of data architecture process ; The data architecture SMEs should work with the business process design and optimization service within the Data Management Program (DMP) function. Together they will create and monitor the implementation of the data architecture processes in alignment to the end-to-end process across the full data management program.
"Align information architecture with enterprise-wide standards ; Aligning information architecture with enterprise-wide standards involves assessing and establishing policies, processes and structures for the organization's overall IT systems and data to ensure consistency and interoperability across all departments and divisions."
"Implement a mechanism to measure and monitor the alignment of the information architecture to enterprise standards ; Implementing a mechanism to measure and monitor the alignment of the information architecture to enterprise standards involves auditing the current architecture, developing and implementing metrics and benchmarks to evaluate adherence to standards, and regularly assessing the architecture against the standards to ensure ongoing alignment."
Provide training and education on information architecture ; Provide training and education on information architecture to ensure understanding and implementation of data management.
Establish KPIs to track and report on the alignment of the information architecture to enterprise standards ; Establishing Key Performance Indicators (KPIs) to monitor and report on how well the information architecture conforms to enterprise standards.
Establish Information architecture ; Establishing Information architecture involves designing and organizing a website or software's structure and navigation in order to facilitate efficient and intuitive access to relevant information for the user.
Define information architecture framework and operational model ; Develop a comprehensive information architecture framework and operational model to streamline digital content and enable appropriate accessibility
Analyze gaps to design Information architecture framework ; Analyze existing information architecture and identify any gaps in order to design a comprehensive framework.
"Periodically update information architecture based on need ; Regularly adapt information architecture to align with evolving requirements, ensuring optimal data organization and accessibility"
"Review, maintain and align internal policies, directives and guidelines related to information architecture ; Periodically assess, update, and harmonize internal policies, directives, and guidelines pertaining to information architecture for optimal governance and effectiveness"
"Provide training and education on information architecture ; Provide a training program and education on information architecture, focusing on how to design, develop and maintain an effective information architecture."
"Train employees on information architecture framework ; Train employees on the fundamentals of information architecture, including data storage, organization, and use of the framework."
Monitor alignment with information architecture framework ; Monitor and regularly review all changes made to ensure that information architecture is aligned with the framework.
"Establish lifecycle management practices to align with nature and purpose of information and data ; Establish processes to ensure that data and information is collected, stored, and disposed of responsibly, considering its purpose and potential impact on nature."
"Establish guidance for data and information life cycle management ; Establish clear guidance for tracking and managing data and information throughout its life cycle, from creation to disposal."
"Implement a process for identifying data and information that are no longer needed ; Implement a process for assessing which data and information are no longer needed, and deleting or archiving those that are not."
"Establish a process for managing changes to data and information ; Create a plan to document, review and approve any changes to data and information in order to ensure accuracy, security and compliance."
"Define roles and responsibilities for data and information lifecycle management ; Define clear roles and responsibilities for stakeholders involved in data and information lifecycle management, including collection, storage, analysis, and disposal."
Regularly review and audit data and information lifecycle management practices ; Review and audit data and information lifecycle management practices on a regular basis to ensure proper governance.
Define guidelines and procedures to manage web services and API ; Establishing guidelines and procedures for managing web services and application programming interfaces (API)
"Define mechanisms to expose data through web services / API ; Developing mechanisms and technological tools to enable seamless exchange and integration of data between various systems and applications, using web services and APIs"
"Audit alignment of shared data (internal, external) with enterprise data standards ; Evaluating the conformity of shared datasets (internal and external) with the established data standards through audits"
Publish API on external store ; Publishing the APIS and making them discoverable and accessible through online repositories
"Publish APIs on Government of Canada API Store ; Publish APIs to the Government of Canada API Store for cross-departmental, inter-jurisdictional, or public use."
"Make web services available through APIs ; Establish API mechanism to make Government of Canada web services and data available, promoting reuse, sharing, and alignment with external stakeholders."
Establish an IT Service Strategy ; Develop and implement the IT Service Strategy for managing and delivering IT services in alignment with the business requirements and objectives
Define the IT Service Design and Development processes and guidelines ; Create processes and guidelines for the design of new IT Services as well as the improvement of existing ones
"Define the IT Service Transition processes and guidelines ; Create processes and guidelines for transitioning new or updated IT services into production, while reducing and mitigating the impact of such deployment on the business fucntion"
"Define the IT Service Operation processes and guidelines ; Create processes and guidelines for managing IT service operations, such as access or incident management"
Establish processes for continual service Improvement with Client service feedback ; Monitoring and asessing the performance of IT services and identifying opportunities to improve their quality and effectiveness
"Monitor performance metrics regarding client feedback for continuous improvement of service ; Monitoring performance metrics through accessible, comprehensive, user-friendly, and privacy-focused client feedback mechanisms, to achieve continuous service improvement"
"Develop and implement IT strategies ; Developing and implementing strategies for producing new, or using existing enterprise IT services and solutions in alignment with the established oraganisational strategy"
"Revise and sustain IT strategies ; Revising and adjusting when necessary the strategies for producing new, or using existing enterprise IT services and solutions"
Establish an architecture review board ; Establishing an architecture review board that is responsible for reviewing and approving the architecture of digital initiatives and ensuring their alignment with existing or upcoming enterprise architectures
"Establish processes and procedures to approve digital initiatives ; Defining the processes and procedures for reviewing, evaluating and deciding on the  implementation of proposed digital initiatives"
"Review and approval of solution architecture ; Conduct a comprehensive evaluation of the proposed solution architecture to ensure alignment with organizational objectives and data management best practices. The review process involves assessing technical feasibility, data integration, scalability, security measures, and compliance with data architecture standards. Upon thorough review, the Data Architecture Review Board grants approval for the proposed solution architecture"
"Create, capture and manage information using digital systems. ; Create, capture and manage digital information efficiently using digital systems and tools."
Establish mechanism for prioritizing digital systems ; Create a process for evaluating digital systems according to key criteria and assign a priority ranking to each system based on the results.
"Establish mechanism to increase adoption of digital and information management  systems ; Establish a plan to introduce digital and information management systems to stakeholders, and create incentives for adoption."
Create awareness and education programs on the use of digital systems and information management systems ; Design and implement awareness and education programs to educate stakeholders on the responsible use of digital systems and information management systems.
Assess digital systems against privacy and security data requirements. ; Engage with security and privacy experts to ensure that appropriate measures are taken to protect and secure data and personal information according to the guidelines.
"Assess business processes to identify potential opprtunities for increased automation ; Analyze current processes, and implement automation, auto-classification, machine learning, and AI as feasible."
Implement digital systems in an agile and iterative approach ; Create an agile information management system by testing with users and improving based on feedback.
Develop an engagement plan to ensure digital system will meet user and business needs. ; Create a plan to engage with users and test the information management system regularly to meet their needs and identify potential problems.
"Encourage employees to collaborate, share, and  work digitally. ; Encourage employees to work together on projects, share ideas, and use digital tools and technologies to be more productive."
Regularly review and update the process for prioritizing digital systems ; Review and update the process for prioritizing digital systems regularly to ensure effective AI governance.
Assess whether there are any existing GC enterprise digital systems that can be leveraged to realize business outcomes ; Implement solutions to integrate enterprise systems to maximize operational effectiveness.
"Establish data formatting standards to enable interoperability ; Define and create data standards in collaboration with relevant experts, and validate alignment to enterprise and international standards."
"Establish process to enable interoperability, reuse and data sharing ; Create and execute data management policies to enable interoperability, reuse, and sharing within and across government departments, respecting security and privacy."
Define the interoperability requirements for IT services ; Create processes and guidelines for the design of new IT Services as well as the improvement of existing ones
"Perform compatibility testing of IT services ; Create processes and guidelines for transitioning new or updated IT services into production, while reducing and mitigating the impact of such deployment on the business fucntion"
"Periodic review of interoperability requirements for IT services ; Create processes and guidelines for managing IT service operations, such as access or incident management"
"Establish an employee ""User Profile Directory"" ; Creating and maintaining a directory that contains all the personnel, their assigned user profile as well as any other technology provisions, including but not limited to equipment"
"Approval of the employee ""User Profile Directory"" ; Review and approval of the personnel assigned user profile and any other technology provisions they have access to"
"Assess planned IT services usage ; Perform an assessment of planned usage of IT services, to determine required resources (computational and financial)"
Adopt Open source use for services ; Adopt Open source use for services
Contribute to open source communities ; Participate in and support the development of open source projects and communities
"Draft the notice of acceptable usage of network and devices ; Drafting the rules and guidelines for using the organisational network and the devices connected to it, as per the established policies"
Communicate notice of acceptable usage of network and devices ; Communicating the acceptable usage of network and devices to authorised users
Create procedures and guidelines for assessing alternatives to SSC service delivery mechanism ; Define guidelines and procedure to evaluate possible alternatives to SSC service delivery mechanism
Define the procedures and guidelines to access alternatives to SSC service delivery mechanisms ; Develop guidelines and procedure to access and use alternatives to SSC service delivery mechanism
Monitor compliance to procedures and guidelines for accessing alternatives to SSC service delivery mechanisms ; Implementing monitoring mechanisms to ensure compliance to the established procedures and guidelines for accessing alternatives to SSC service delivery mechanisms
"Execute periodic reviews and assessements of the IT infrastructure and assets ; Performing regular assessments of the information technology infrastructure (including hardware, software, and networking components) in order to update it and ensure it remains current and in compliance with industry standards"
"Develop a technology maintenance and update plan ; Defining and implementing a plan for upgrading or replacing technology assets (including hardware, software, and networking components), ensuring that the new technology is compatible with existing systems"
Communicate the list of supported technology and updates to personnel ; Informing personnel of supported (ad unsupported) technologies and of upcoming/implemented technology updates
Develop and maintain a digital service inventory ; Establishing processes and technologies for developing and maintaining an inventory of digital services
"Verify and update departmental services in the inventory ; Adding new digital services to the inventory. When an existing service is modified, updating the information in the inventory to reflect the changes"
Publish Digital Service Inventory ; Establish mechanism to publish Digital Service Inventory in collaboration with relevant stakeholders
"Establish service standards development and management guidelines and processes ; Developing guidelines and processes for establishing, tracking, measuring, reviewing and improving service levels and objectives"
"Establish  guidelines and processes to review and update service standards ; Developing guidelines and processes for regularly reviewing, assessing and updating established service standards to maintain their relevance, suitability and effectiveness"
"Review service standards periodically ; Reviewing service standards regularly and taking performance into account provides an opportunity for adjustment, including raising the standards if appropriate."
Monitor performance against service standards requirements and objectives ; Determining and specifying the necessary requirements and targets for delivering quality services / service standards consistent with the context of application of the project
Implement mechanisms and tools to assess the performance of digital services ; Define and implement mechanisms and technologies to collect data and measure the performance of digital services in accordance with the established service standards
"Report in real-time the performance of digital services to stakeholders ; Publishing and communicating, on a regular basis, information on the performance of digital services to the relevant stakeholders"
Establish the digital service review schedule ; Establishing a schedule for evaluating and revising existing digital services to ensure that they continue to meet their objecetives
Periodic review of digital services ; Periodicly reviewing digital services to ensure they continue to meet the expected needs and idedntify opportunities for improvement
Establish guidelines and processes to review digital services ; Defining and establishing guidelines and processes to review and evaluate existing digital services
Implement mechanisms and tools to publish the status of digital services ; Implement mechanisms and technologies to assess and determine the current status digital services to provide real-time application status to clients
"Communicate the current status of digital services to stakeholders ; Publishing and communicating, in real-time (or near real-time), information on the current status of digital services to the relevant stakeholders"
Establish processes to enable interoperability ; Create and implement processes to ensure data and systems can be easily shared and exchanged across different organizations.
"Establish guidelines for implementing interoperable solutions ; Create clear guidelines for integrating interoperable solutions into existing systems. Outline steps for implementation, review process and ensure compliance."
"Share system's functionality and data with other systems through web services, ; Establish web service interfaces (such as an API end point) to expose system functionality, enabling reuse and sharing without manual intervention, thereby increasing agility to rapidly and effectively meet changing citizen expectations and increasing the program needs by configuring ""plug and play"" digital assets with secure and controlled access."
"Monitor and measure performance of interoperability solutions ; Monitor and measure the performance of interoperability solutions regularly, using analytical tools and metrics to ensure optimal performance."
"Increase awareness of interoperability solutions ; Raise awareness about existing and emerging interoperability solutions through targeted campaigns, content creation, and events."
"Develop plans to ensure continual improvement of interoperability solutions ; Develop plans that focus on continually improving interoperability solutions, such as integrating new technologies and assessing performance."
"Establish a data infrastructure strategy ; Developing and establishing a comprehensive strategy for organizing and managing the data infrastructure. It encompasses defining the architecture, technologies, and policies needed to ensure data is collected, stored, processed, and utilized effectively to support the organization's objectives"
"Establish accessible formats for departmental information. ; Create a departmental information page on the organization's website, ensuring all content is available in multiple accessible formats (e.g. text, audio, video)."
"Implementing accessible formats to ensure information is perceivable operable, understandable and robust ; Implementing accessible formats to ensure that information is perceivable (e.g. by providing audio, tactile, or visual alternatives to textual information), operable (e.g. by providing keyboard alternatives to mouse interactions), understandable (e.g. by providing clear language and structure), and robust (e.g. by providing compatibility with current and future user agents) for all users."
"Establish mechanism to leverage SSC's Accessibility, Accomondations and Adaptive Computer Technology (AAACT) Program to increase accessibility of IT solutions ; Work with SSC and AAACT to deploy accessible tools, remove IT accessibility barriers, and ensure compliance."
"Identify and document the requirements for accessible formats ; Identify and document the requirements for accessible formats, such as digital, audio, and braille, to ensure all stakeholders are able to access necessary resources."
"Train employees on accessibility requirements ; Train employees on how to make all digital products, services, and websites accessible to people with disabilities, in accordance with local accessibility requirements."
Establish mechanism to verify conformity to official languages and accessibility requirements ; Establish mechanism for verifying that information and data for publication conform to official languages and accessibility requirements/ standards
"Implement processes to ensure accessibility features are active on IT solutions and equipment. ; Implementing processes to ensure that accessibility features are enabled on IT solutions and equipment, such as screen readers, text-to-speech, and contrast settings, to allow individuals with disabilities to use the technology with ease."
Create user feedback channels and establish user groups to validate and review accessibility of departmental information ; Create user feedback channels and establish user groups to regularly review and validate the accessibility of departmental information. Focus on providing a clear and efficient experience for users.
"Establish mechanisms to provide data access and extraction methods to users ; Creating processes and tools that provide users with efficient and secure methods to access and retrieve the required data, while maintaining control over data integrity and security"
"Identify barriers to data discovery, access, and use ; Uncovering and identifying obstacles / challenges that hinder the seamless exploration, accessibility, and utilization of data within an organisation"
"Define DG strategy and approach ; The strategy and approach for the DG function must be defined and reflect the related vision and objectives of the Data Management Strategy (DMS). Once established, it must be formally empowered by senior management and its role communicated to all stakeholders."
Review and approve DG strategy and approach ; Executive management support must be obtained for the DG strategy and approach
"Define governance structure ; The governance structure must align to the operating levels of the organization. In addition to governance at the organization-wide level, Individuals must be appointed in business lines and control functions and given the responsibility of DM within those verticals, preferably, reporting into the Chief Operating Officer (COO) or business leader within that group."
"Establish DG working committees ; In addition to governance at the organization-wide level, Individuals must be appointed in business lines and control functions and given the responsibility of DM within those verticals, preferably, reporting into the Chief Operating Officer (COO) or business leader within that group."
Define data governance roles and responsibilities ; High-level structure and the roles and responsibilities of the DM organization must be established. The roles and responsibilities of the operating units’ data executives and data stewards must be addressed in the DMS.
Assign roles and responsibilities to DG stakeholders ; Roles and responsibilities must be assigned to DG stakeholders through a formal communication. It is important to maintain up-to-date documentation concerning the roles and responsibilities assigned to stakeholders. A RACI matrix should be completed to ensure a clear assignment of accountability for DG processes.
"Establish DG processes ; Formal processes must be established for the activities of the DG function. These processes align with the DM policy and standards of the organization and include procedures, tools and routines. The routines are required for steady-state operations."
Integrate DG processes in DM initiative ; The DG subject matter experts should work with the business process design and optimization service within the Data Management Program (DMP) team. Together they will create and monitor the implementation of the DG processes in alignment to the end-to-end process across the full DM initiative.
"Establish DG routines for operational support ; DG is not a project but part of a sustainable program of work that becomes part of the organizational DNA. A smoothly functioning DG function is defined by the routines that support it. The goal is to ensure that DM becomes adopted as business-as-usual across the organization. The establishment of DG routines, meetings and working sessions is therefore required for the proper implementation of the DG function."
Establish operational DG funding model ; An operational funding model means that budgets are secured and aligned to expected deliverables. It means that DM executives are empowered to support the funding commitments.
"Review and approve DG funding model ; In order to achieve budget authority, alignment must exist between the DM initiative funding governance, the DM governance structure and the organization-wide funding model and process. This requires a review and approval of the DG funding model by key stakeholders."
"Establish program review and approval processes ; Change management policy and standards must exist in a controlled manner via checkpoints, formal review mechanisms and organizational approval boards. Data and DM requirements must be included in the change process to ensure that all new development as well as data access, usage and transmission of data adhere to established DM policy and standards."
Approve the program review and approval processes ; The review and approval processes must be communicated to stakeholders as well as responsibilities for data-related projects.
"Communicate program review and approval processes ; The review and approval processes must be communicated to key stakeholders as well as responsibilities for data-related projects. The goal is to establish review and approval processes as checkpoints along the DM lifecycle to ensure that decisions about acquisition, use, sharing, and distribution adhere to policies and standards."
"Define an issue management process ; The issue management process includes issue identification, prioritization, resolution tracking and escalation as required. The process must support resolution of both DM initiative issues and data issues and leverage the established data governance structure. A critical aspect of the issue management process is the escalation procedure required when agreement cannot be achieved, and conflict resolution is required."
"Establish escalation policies and procedures ; The issue management process includes issue identification, prioritization, resolution tracking and escalation as required. The process must support resolution of both DM initiative issues and data issues and leverage the established data governance structure."
"Approve the issue management and escalation process ; A critical aspect of the issue management process is the escalation procedure required when agreement cannot be achieved, and conflict resolution is required. An established escalation process is necessary to resolve conflicts, reconcile priorities and ensure efficient operations."
"Implement issue log ; An issue log is an important tool used to manage these issues and more, by helping the project team to record issues that require resolution. Along with each issue, the person or team responsible for resolving the problem is also documented."
"Govern identification and usage of authoritative data domains ; Governance is required to enforce the identification, definition and ultimate use of the organization-wide authoritative data domains."
"Govern models, glossaries, identifiers, classifications, and relationships ; Governance is required to enforce the definition, approval, publishing and use of standard data models and definitions along with identification, classification and taxonomy schemes."
